,agency,administering_org,primary_ownership_group,county,activity,category,activity_status,activity_acres,activity_end,shape_Length,shape_Area,source,project_type,activity_description,project_status,activity_start,date_proposed,date_certified,project_acres,fs_unit_name,fs_unit_id,rx_burn_id,gis_acres,rx_consum,pre_con_class,post_con_class,date_approved,date_expired,objective,activity_group,filter_year,department,cost_per_acre,id,Watershed,HUC8,WatershedGroup,category2,category3
2805,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,4.078906642449827,,1241.740361990532,16519.966673558018,USFS Watershed Improvement Tracking (WIT),,38N19.1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,2806,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
2804,USDA,USFS,Federal,Siskiyou,Streambank Stabilization,Restoration - Other,N/A,0.6707508843220279,,275.5048280360871,2716.6072273528525,USFS Watershed Improvement Tracking (WIT),,Caribou Lakes Trail Maintenance - Little SF Salmon River Xing,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Streambank Stabilization,,nan,,2805,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
2803,USDA,USFS,Federal,Siskiyou,Streambank Stabilization,Restoration - Other,N/A,0.6020256803070152,,248.5491275212965,2438.261304492451,USFS Watershed Improvement Tracking (WIT),,Caribou Lakes Trail Maintenance - MF Little SF Salmon River Xing,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Streambank Stabilization,,nan,,2804,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
5091,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,47.0,2019.0,2492.3799646449825,189599.35048483394,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,TITMOUSE,,2019.0,,,,,,5667409010602,46.85102081298828,,,,,,,Pile Burning,2019.0,USFS,,5092,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
3442,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,5.567527543781044,,1654.2119149936975,22548.57726090264,USFS Watershed Improvement Tracking (WIT),,10N04H,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3443,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3399,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,2.2590856716976147,,751.6922240918522,9149.498460645198,USFS Watershed Improvement Tracking (WIT),,1E003.6A2,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3400,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
4795,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,16.0,2018.0,1553.4871415160005,63875.118378887055,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 56,,2018.0,,,,,,3933778010602,15.783885955810547,,,,,,,Pile Burning,2018.0,USFS,,4796,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4794,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,1.5,2019.0,352.5287229405049,5835.51312070837,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 11,,2019.0,,,,,,3933722010602,1.4419866800308228,,,,,,,Pile Burning,2019.0,USFS,,4795,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
3398,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,0.542709347366465,,197.10755618975242,2198.020749625297,USFS Watershed Improvement Tracking (WIT),,1E003.7,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3399,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3397,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,5.218838675978079,,1541.6654307193749,21136.73481530033,USFS Watershed Improvement Tracking (WIT),,39N23.10,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3398,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3396,USDA,USFS,Federal,Siskiyou,Thinning-Commercial,Harvest,N/A,124.7145343695617,,6679.904897371138,505103.9928174139,USFS Watershed Improvement Tracking (WIT),,Timber Commercial,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Commercial Thinning,,nan,,3397,Salmon,18010210,Klamath Watersheds,Harvest,Harvest
3395,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,1.9264342801033756,,680.8131845400053,7802.225470075762,USFS Watershed Improvement Tracking (WIT),,38N40B Seg 2,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3396,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
4793,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,23.0,2019.0,1371.8844457169496,91872.5210454311,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 10,,2019.0,,,,,,3933718010602,22.702194213867188,,,,,,,Pile Burning,2019.0,USFS,,4794,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4792,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,8.0,2019.0,855.7566730323376,33711.75473442669,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 14,,2019.0,,,,,,3933726010602,8.330355644226074,,,,,,,Pile Burning,2019.0,USFS,,4793,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4791,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,23.0,2019.0,2032.187316733164,92518.47456854349,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 60,,2019.0,,,,,,3933790010602,22.861812591552734,,,,,,,Pile Burning,2019.0,USFS,,4792,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4790,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,14.0,2019.0,1143.184534667398,56756.56177045855,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 62,,2019.0,,,,,,3933809010602,14.02485179901123,,,,,,,Pile Burning,2019.0,USFS,,4791,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4789,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,39.0,2019.0,2035.934864573488,159048.35865116905,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 58,,2019.0,,,,,,3933786010602,39.30170440673828,,,,,,,Pile Burning,2019.0,USFS,,4790,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4808,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,,2019.0,558.3195628248566,14647.842663102705,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,,,,,,,,,4380755000,3.619560718536377,,,,,,,Pile Burning,2019.0,USFS,,4809,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4788,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,45.0,2019.0,2334.460972289093,180490.14813510745,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD UNIT 61,,2019.0,,,,,,3933805010602,44.6000862121582,,,,,,,Pile Burning,2019.0,USFS,,4789,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4786,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,77.0,2019.0,3304.1632712911955,311258.79914946086,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD 3,,2019.0,,,,,,3933709010602,76.91372680664062,,,,,,,Pile Burning,2019.0,USFS,,4787,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4784,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,52.0,2019.0,2353.722878603088,208966.94042501514,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD 2,,2019.0,,,,,,3543864010602,51.63685607910156,,,,,,,Pile Burning,2019.0,USFS,,4785,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4783,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,,2019.0,4944.481114231675,487983.52142067807,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,,,,,,,,,4430048000,120.5833511352539,,,,,,,Pile Burning,2019.0,USFS,,4784,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4782,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,15.0,2019.0,1072.4494860749921,58972.68303045031,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,PBURG UNIT 50,,2019.0,,,,,,3933759010602,14.572467803955078,,,,,,,Pile Burning,2019.0,USFS,,4783,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4781,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,37.0,2019.0,1889.3452243618983,150690.8608013102,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD,,2019.0,,,,,,3933713010602,37.23652267456055,,,,,,,Pile Burning,2019.0,USFS,,4782,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4780,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,,2019.0,1956.5162086259925,137137.05041625016,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,,,,,,,,,4430049000,33.88730239868164,,,,,,,Pile Burning,2019.0,USFS,,4781,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
4779,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,,2019.0,1071.7501041697763,24120.058229812657,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,,,,,,,,,4480160000,5.960196018218994,,,,,,,Pile Burning,2019.0,USFS,,4780,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
5092,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,38.0,2019.0,2739.010876688453,152223.23652254906,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,SALMON AUGUST REFORESTATION,,2019.0,,,,,,5667403010602,37.61518096923828,,,,,,,Pile Burning,2019.0,USFS,,5093,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
3540,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,0.8532277742781885,,305.3762366466642,3455.655806986861,USFS Watershed Improvement Tracking (WIT),,39N58A.1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3541,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3394,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,3.2166204097798032,,1055.7508094963084,13027.596219698966,USFS Watershed Improvement Tracking (WIT),,38N40B Seg 1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3395,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3393,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,1.782111298378812,,594.1382434647878,7217.705174252182,USFS Watershed Improvement Tracking (WIT),,38N01.1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3394,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
4787,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,18.0,2019.0,1326.1633584298786,73797.97836160983,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,REPETE MP STWD 1,,2019.0,,,,,,3933688010602,18.235877990722656,,,,,,,Pile Burning,2019.0,USFS,,4788,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
1050,USDA,USFS,FEDERAL,Siskiyou,COMM_THIN,Harvest,Complete,8.0,2022.0,1573.8970261261056,32380.31013184275,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Commercial Thinning,2022.0,nan,,1051,Salmon,18010210,Klamath Watersheds,Harvest,Harvest
3387,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,13.440008134667737,,4286.840950357809,54433.24338725692,USFS Watershed Improvement Tracking (WIT),,38N01,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3388,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
5093,USDA,Klamath National Forest,,Siskiyou,Machine Pile Burn,Beneficial Fire,Complete,8.0,2019.0,1025.7907977735995,31879.43831848849,Prescribed Fire Burns - California [ds397] - CDF-FRAP,,SALMON AUGUST REFORESTATION,,2019.0,,,,,,5667383010602,7.877580642700195,,,,,,,Pile Burning,2019.0,USFS,,5094,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
3416,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,3.7698699843686914,,1242.1865223199031,15268.176558497202,USFS Watershed Improvement Tracking (WIT),,38N23.3,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3417,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3417,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,2.7423410196475766,,875.0873647507108,11106.65751792292,USFS Watershed Improvement Tracking (WIT),,1C02.26,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3418,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3418,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,3.006591345260209,,1036.9701703328544,12176.826336997365,USFS Watershed Improvement Tracking (WIT),,39N34.11,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3419,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3419,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,2.202206775411489,,751.0628516699657,8919.124829517405,USFS Watershed Improvement Tracking (WIT),,39N23.10A,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3420,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3420,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,26.80876344473815,,8073.467581861329,108577.788178346,USFS Watershed Improvement Tracking (WIT),,39N23.11,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3421,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3421,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,2.909271560462126,,936.7091594433602,11782.802511048516,USFS Watershed Improvement Tracking (WIT),,39N23.11D,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3422,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3422,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,4.134973662265916,,1410.801799884869,16746.969374143497,USFS Watershed Improvement Tracking (WIT),,38N17.7,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3423,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3423,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,1.9924628479277942,,644.9241234073617,8069.623886886463,USFS Watershed Improvement Tracking (WIT),,38N17.7A,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3424,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3424,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,1.5866374809787356,,563.6707719107343,6426.007564329516,USFS Watershed Improvement Tracking (WIT),,38N17.7A1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3425,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3425,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,0.6106855958691758,,225.50684463029293,2473.3269078249573,USFS Watershed Improvement Tracking (WIT),,38N17.1A,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3426,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3426,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,23.090104382036717,,6937.01154707267,93516.60573695716,USFS Watershed Improvement Tracking (WIT),,38N28,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3427,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3427,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,11.28813962609894,,3610.004947962579,45717.85529796991,USFS Watershed Improvement Tracking (WIT),,38N17.1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3428,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3441,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,1.5056967932532632,,525.3643760668483,6098.1237403437435,USFS Watershed Improvement Tracking (WIT),,39N32.6A,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3442,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3440,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,2.419610457030844,,736.9969884884683,9799.640036117875,USFS Watershed Improvement Tracking (WIT),,39N20.1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3441,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3415,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,5.231167438009354,,1717.8849277479242,21186.424088942116,USFS Watershed Improvement Tracking (WIT),,39N32.2,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3416,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3439,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,4.1820788901603025,,1389.309739009768,16937.797414618588,USFS Watershed Improvement Tracking (WIT),,39N20.2,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3440,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3414,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,0.5711273921938573,,223.29195839080575,2313.0945429343283,USFS Watershed Improvement Tracking (WIT),,38N23.8 Seg 1,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3415,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3411,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,5.248364011957912,,1577.4157284478358,21256.369290546118,USFS Watershed Improvement Tracking (WIT),,38N10B,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3412,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
3368,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,3.9087426068979916,,1341.4006929316747,15830.755222684502,USFS Watershed Improvement Tracking (WIT),,37N07,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3369,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
1069,USDA,USFS,FEDERAL,Siskiyou,YARDING,Mechanical Fuels Reduction,Complete,2.6,2022.0,398.44295053252534,10449.466003847167,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Yarding,2022.0,nan,,1070,Salmon,18010210,Klamath Watersheds,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1068,USDA,USFS,FEDERAL,Siskiyou,COMM_THIN,Harvest,Complete,2.6,2022.0,398.44295053252534,10449.466003847167,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Commercial Thinning,2022.0,nan,,1069,Salmon,18010210,Klamath Watersheds,Harvest,Harvest
1062,USDA,USFS,FEDERAL,Siskiyou,PILING,Mechanical Fuels Reduction,Complete,8.0,2022.0,1573.8970261261056,32380.31013184275,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Piling,2022.0,nan,,1063,Salmon,18010210,Klamath Watersheds,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1063,USDA,USFS,FEDERAL,Siskiyou,YARDING,Mechanical Fuels Reduction,Complete,124.0,2022.0,5402.648536020309,503932.02398247004,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Yarding,2022.0,nan,,1064,Salmon,18010210,Klamath Watersheds,Mechanical Fuels Reduction,Mechanical Fuels Reduction
1064,USDA,USFS,FEDERAL,Siskiyou,COMM_THIN,Harvest,Complete,124.0,2022.0,5402.648536020309,503932.02398247004,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Commercial Thinning,2022.0,nan,,1065,Salmon,18010210,Klamath Watersheds,Harvest,Harvest
1065,USDA,USFS,FEDERAL,Siskiyou,PILE_BURN,Beneficial Fire,Complete,37.0,2022.0,2829.6446197663013,150728.5443402846,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Pile Burning,2022.0,nan,,1066,Salmon,18010210,Klamath Watersheds,Beneficial Fire,Beneficial Fire - Intentional
3371,USDA,USFS,Federal,Siskiyou,Decommission,Restoration - Other,N/A,2.0123926998407597,,716.1392816143525,8150.373787915672,USFS Watershed Improvement Tracking (WIT),,37N07B S2,,,,,,KLAMATH NATIONAL FOREST,0505,,,,,,,,,Decommissioning,,nan,,3372,Salmon,18010210,Klamath Watersheds,Restoration - Other,Restoration - Other
1066,USDA,USFS,FEDERAL,Siskiyou,YARDING,Mechanical Fuels Reduction,Complete,5.0,2022.0,519.3069977466121,18256.006965643697,Interagency Treatment Dashboard,,,,,,,,,,,,,,,,,,Yarding,2022.0,nan,,1067,Salmon,18010210,Klamath Watersheds,Mechanical Fuels Reduction,Mechanical Fuels Reduction
